source,nation,title
https://fairytalez.com/the-toad-woman/,north_american_native,The Toad-Woman
https://fairytalez.com/animals-sick-plague/,french,The Animals Sick of the Plague
https://fairytalez.com/donkey-skin/,french,Donkey Skin
https://fairytalez.com/the-castle-of-kerglas/,french,The Castle of Kerglas
https://fairytalez.com/the-ass-in-the-lions-skin-2/,greek,The Ass in the Lion's Skin
https://fairytalez.com/tommy-pritchard/,welsh,Tommy Pritchard
https://fairytalez.com/manoel-littlebean/,portuguese,Manoel Littlebean
https://fairytalez.com/the-old-hound/,greek,The Old Hound
https://fairytalez.com/husband-mind-house/,norwegian,The Husband who was to Mind the House
https://fairytalez.com/the-old-lady-fox-and-the-old-hen/,north_american_native,The Old Lady Fox and the Old Hen
https://fairytalez.com/shepherd-dog/,french,The Shepherd and His Dog
https://fairytalez.com/the-enchanted-palace/,portuguese,The Enchanted Palace
https://fairytalez.com/the-cat-maiden/,greek,The Cat-Maiden
https://fairytalez.com/cock-fox/,french,The Cock and the Fox
https://fairytalez.com/the-beautiful-dancer-of-yedo/,japanese,The Beautiful Dancer of Yedo
https://fairytalez.com/king-longbeard/,russian,King Longbeard
https://fairytalez.com/great-bell/,chinese,The Great Bell
https://fairytalez.com/the-haunted-ship/,greek,The Haunted Ship
https://fairytalez.com/the-story-of-a-monkey/,philippine,The Story of a Monkey
https://fairytalez.com/the-ear-of-corn/,german,The Ear of Corn
https://fairytalez.com/the-origin-of-the-robin/,north_american_native,The Origin of the Robin
https://fairytalez.com/rat-retired-world/,french,The Rat Retired from the World
https://fairytalez.com/ian-the-soldiers-son/,celtic,"Ian, the Soldier's Son"
https://fairytalez.com/origin/,philippine,Origin
https://fairytalez.com/sir-fiorante-magician/,italian,"Sir Fiorante, Magician"
https://fairytalez.com/the-pea-emperor/,romanian,The Pea Emperor
https://fairytalez.com/the-priests-supper/,irish,The Priest's Supper
https://fairytalez.com/scrapegoat/,english,Scrapegoat
https://fairytalez.com/the-fairy-comb/,greek,The Fairy Comb
https://fairytalez.com/caporushes/,english,Caporushes
https://fairytalez.com/the-magic-fiddle/,indian,The Magic Fiddle
https://fairytalez.com/how-an-old-man-lost-his-wen/,japanese,How an Old Man Lost His Wen
https://fairytalez.com/saint-columba/,scottish,Saint Columba
https://fairytalez.com/felicia-and-the-pot-of-pinks/,french,Felicia and the Pot of Pinks
https://fairytalez.com/sorcerer-white-lotus-lodge/,chinese,The Sorcerer of the White Lotus Lodge
https://fairytalez.com/the-magic-ring-2/,english,The Magic Ring
https://fairytalez.com/yet-they-call-it-lovers-leap/,north_american_native,Yet They Call it Lover's Leap
https://fairytalez.com/the-story-of-the-man-who-did-not-wish-to-die/,japanese,The Story of the Man Who Did Not Wish to Die
https://fairytalez.com/bear-in-the-forest-hut/,polish,Bear in the Forest Hut
https://fairytalez.com/boy-red-twilight-sky/,north_american_native,The Boy of the Red Twilight Sky
https://fairytalez.com/john-ogroats/,scottish,John O'Groats
https://fairytalez.com/mad-goose-tiger-forest/,chinese,The Mad Goose and the Tiger Forest
https://fairytalez.com/the-horse-hunter-and-stag/,greek,"The Horse, Hunter, and Stag"
https://fairytalez.com/mark-of-the-spirit-hand/,north_american_native,Mark of the Spirit Hand
https://fairytalez.com/the-peasant-and-the-devil/,german,The Peasant and the Devil
https://fairytalez.com/chrysanthemum-show/,japanese,The Chrysanthemum Show
https://fairytalez.com/perfidious-vizier/,arabic,The Perfidious Vizier
https://fairytalez.com/silverwhite-and-lillwacker/,swedish,Silverwhite and Lillwacker
https://fairytalez.com/the-man-eater/,north_american_native,The Man-Eater
https://fairytalez.com/the-foolish-weaver/,indian,The Foolish Weaver
https://fairytalez.com/the-fairies-theft/,greek,The Fairies' Theft
https://fairytalez.com/the-two-princes/,ukrainian,The Two Princes
https://fairytalez.com/green-corn-yellow-corn-and-the-dancing-fox/,north_american_native,"Green Corn, Yellow Corn, and the Dancing Fox"
https://fairytalez.com/grasshopper-ant/,french,The Grasshopper and the Ant
https://fairytalez.com/the-salem-alchemist/,north_american_native,The Salem Alchemist
https://fairytalez.com/tiidu-the-piper/,estonian,Tiidu the Piper
https://fairytalez.com/the-colony-of-cats/,italian,The Colony of Cats
https://fairytalez.com/the-fox-and-the-monkey/,greek,The Fox and the Monkey
https://fairytalez.com/east-sun-west-moon-2/,norwegian,East of the Sun and West of the Moon
https://fairytalez.com/the-little-singing-frog-the-story-of-a-girl-whose-parents-were-ashamed-of-her/,slavic,The Little Singing Frog - The Story of a Girl Whose Parents were Ashamed of Her
https://fairytalez.com/the-sun-horse/,hungarian,The Sun-Horse
https://fairytalez.com/old-woman-doctor/,greek,The Old Woman and the Doctor
https://fairytalez.com/old-sultan/,german,Old Sultan
https://fairytalez.com/fir-tree/,danish,The Fir Tree
https://fairytalez.com/the-serpent-and-the-file/,greek,The Serpent and the File
https://fairytalez.com/one-eye-two-eyes-and-three-eyes/,german,"One-Eye, Two-Eyes, and Three-Eyes"
https://fairytalez.com/the-nsasak-bird-and-the-odudu-bird/,nigerian,The 'Nsasak Bird and the Odudu Bird
https://fairytalez.com/the-dog-and-the-oyster/,greek,The Dog and the Oyster
https://fairytalez.com/the-swans-nest/,nordic,The Swan's Nest
https://fairytalez.com/spider-swallow/,french,The Spider and the Swallow
https://fairytalez.com/fox-monkey-animals/,french,"The Fox, the Monkey and the Animals"
https://fairytalez.com/little-brother-primrose-and-sister-lavender/,croatian,Little Brother Primrose and Sister Lavender
https://fairytalez.com/frey-won-gerda-giant-maiden-lost-magic-sword/,nordic,"How Frey Won Gerda, the Giant Maiden, and How He Lost His Magic Sword"
https://fairytalez.com/a-voyage-to-lilliput/,english,A Voyage to Lilliput
http://www.albanianliterature.net/folktales/tale_24.html,albanian,The Silver Tooth
https://fairytalez.com/the-three-sillies/,english,The Three Sillies
https://fairytalez.com/prince-spin-head-miss-snow-white/,dutch,Prince Spin Head and Miss Snow White
https://fairytalez.com/the-legend-of-gwashbrari-the-glacier-hearted-queen/,indian,"The Legend of Gwâshbrâri, the Glacier-Hearted Queen"
https://fairytalez.com/chunks-of-daylight/,north_american_native,Chunks of Daylight
https://fairytalez.com/andvares-golden-ring/,nordic,Andvare's Golden Ring
https://fairytalez.com/cannetella/,italian,Cannetella
https://fairytalez.com/man-eating-wife-little-old-woman-morning-star/,north_american_native,"The Man-Eating Wife, the Little Old Woman and the Morning Star"
https://fairytalez.com/little-thumbelina/,scandinavian,Little Thumbelina
https://fairytalez.com/the-bird-wife/,north_american_native,The Bird Wife
https://fairytalez.com/ears-hare/,french,The Ears of the Hare
https://fairytalez.com/niel-and-the-giants/,danish,Niel and the Giants
https://fairytalez.com/siegfried-with-the-horny-skin/,nordic,Siegfried with the Horny Skin
https://fairytalez.com/the-magic-shoes-and-staff/,indian,The Magic Shoes and Staff
https://fairytalez.com/thors-wonderful-journey/,nordic,Thor's Wonderful Journey
https://fairytalez.com/little-snow-white/,german,Little Snow-White
https://fairytalez.com/dancing-water-singing-apple-speaking-bird/,italian,"The Dancing Water, the Singing Apple and the Speaking Bird"
https://fairytalez.com/the-good-thunder/,japanese,The Good Thunder
https://fairytalez.com/narahdarn-the-bat/,australian_ethnic,Narahdarn the Bat
https://fairytalez.com/how-the-first-head-was-taken/,philippine,How the First Head Was Taken
https://fairytalez.com/the-lions-share/,greek,The Lion's Share
https://fairytalez.com/rogerss-slide/,north_american_native,Rogers's Slide
https://fairytalez.com/the-maid-with-hair-of-gold/,slavic,The Maid with Hair of Gold
https://fairytalez.com/the-farmer-and-the-badger/,japanese,The Farmer and the Badger
https://fairytalez.com/two-in-a-sack/,slavic,Two in a Sack
https://fairytalez.com/herd-boy-weaving-maiden/,chinese,Herd Boy and the Weaving Maiden
https://fairytalez.com/story-ali-cogia-merchant-bagdad/,arabic,"The Story of Ali Cogia, Merchant of Bagdad"
https://fairytalez.com/the-fairy-wife/,greek,The Fairy Wife
https://fairytalez.com/fairy-tree-dooros/,irish,The Fairy Tree of Dooros
https://fairytalez.com/secret-commonwealth/,scottish,Secret Commonwealth
https://fairytalez.com/grasp-all-lose-all/,indian,"Grasp All, Lose All"
https://fairytalez.com/how-old-jackal-got-the-pigs/,south_african,How Old Jackal Got the Pigs
https://fairytalez.com/rumpelstiltskin-grimms-version/,german,Rumpelstiltskin (Grimm's version)
https://fairytalez.com/snow-daughter-fire-son/,bukovinian,The Snow-Daughter and the Fire-Son
https://fairytalez.com/the-old-king-comes-back/,irish,The Old King Comes Back
https://fairytalez.com/elvira-the-sainted-princess/,portuguese,"Elvira, the Sainted Princess"
https://fairytalez.com/the-forest-bride-the-story-of-a-little-mouse-who-was-a-princess/,finnish,The Forest Bride: The Story of a Little Mouse Who Was a Princess
https://fairytalez.com/satan-and-his-burial-place/,north_american_native,Satan and His Burial-Place
https://fairytalez.com/the-partridge-and-the-fowler/,greek,The Partridge and the Fowler
https://fairytalez.com/the-oak-and-the-reeds/,greek,The Oak and the Reeds
https://fairytalez.com/the-lord-god-as-an-old-man/,bulgarian,The Lord God as an Old Man
https://fairytalez.com/the-juniper-tree/,german,The Juniper-Tree
https://fairytalez.com/the-story-of-zoulvisia/,armenian,The Story of Zoulvisia
https://fairytalez.com/the-seven-enchanted-princes/,portuguese,The Seven Enchanted Princes
https://fairytalez.com/the-skalunda-giant/,swedish,The Skalunda Giant
https://fairytalez.com/the-widows-son/,philippine,The Widow’s Son
https://fairytalez.com/the-louse-and-the-flea/,german,The Louse and the Flea
https://fairytalez.com/legend-dhurrumnath/,arabic,Legend of Dhurrumnath
https://fairytalez.com/the-fairy-of-the-dell/,welsh,The Fairy of the Dell
https://fairytalez.com/what-the-eskimo-believes/,north_american_native,What the Eskimo Believes
https://fairytalez.com/why-dead-people-are-buried/,nigerian,Why Dead People Are Buried
https://fairytalez.com/the-golden-arm/,english,The Golden Arm
https://fairytalez.com/the-magic-ring-3/,armenian,The Magic Ring
https://fairytalez.com/godfather-misery/,italian,Godfather Misery
https://fairytalez.com/the-spectre-coach/,english,The Spectre Coach
https://fairytalez.com/aladdin-wonderful-lamp/,arabic,Aladdin and the Wonderful Lamp
https://fairytalez.com/cap-of-rushes/,english,Cap-of-Rushes
https://fairytalez.com/the-wild-man-of-cape-cod/,north_american_native,The Wild Man of Cape Cod
https://fairytalez.com/the-jewelled-arrow/,indian,The Jewelled Arrow
https://fairytalez.com/preface-2/,irish,Preface
https://fairytalez.com/the-tiger-the-brahman-and-the-jackal-2/,indian,"The Tiger, the Brahman and the Jackal"
https://fairytalez.com/cabbage-palm-pickled-cabbages/,new_zealand_native,Cabbage Palm (Pickled Cabbages)
https://fairytalez.com/the-garden-of-paradise/,scandinavian,The Garden of Paradise
https://fairytalez.com/the-white-doe/,french,The White Doe
https://fairytalez.com/peter-bull/,danish,Peter Bull
https://fairytalez.com/the-runaway-slave/,greek,The Runaway Slave
https://fairytalez.com/the-bird-lover/,north_american_native,The Bird Lover
https://fairytalez.com/the-sea-king-and-the-magic-jewels/,japanese,The Sea King and the Magic Jewels
https://fairytalez.com/trouble-when-ones-young/,portuguese,Trouble When One's Young
https://fairytalez.com/seven-stages-roostem/,,The Seven Stages of Roostem
https://fairytalez.com/old-dragonbeard/,chinese,Old Dragonbeard
https://fairytalez.com/frithiof/,nordic,Frithiof
https://fairytalez.com/entangled-mermaid/,dutch,The Entangled Mermaid
https://fairytalez.com/brahma%e1%b9%87s-wife-and-the-mungoose/,indian,Brâhmaṇ’s Wife and the Mungoose
https://fairytalez.com/nothing-much/,french,Nothing Too Much
https://fairytalez.com/peasie-and-beansie/,indian,Peasie and Beansie
https://fairytalez.com/how-thorston-became-rich/,scandinavian,How Thorston Became Rich
https://fairytalez.com/mythology-of-mindanao/,philippine,Mythology of Mindanao
https://fairytalez.com/the-knell-at-the-wedding/,north_american_native,The Knell at the Wedding
https://fairytalez.com/conclusion/,italian,Conclusion
https://fairytalez.com/the-pigeon-and-the-crow/,indian,The Pigeon and the Crow
https://fairytalez.com/fairy-gardens/,greek,Fairy Gardens
https://fairytalez.com/three-men-power-evening-midnight-sunrise/,russian,"The Three Men of Power -- Evening, Midnight and Sunrise"
https://fairytalez.com/the-conceited-ant/,north_american_native,The Conceited Ant
https://fairytalez.com/the-adventures-of-juan/,philippine,The Adventures of Juan
https://fairytalez.com/cadmus-and-europa/,greek,Cadmus and Europa
https://fairytalez.com/king-grisly-beard/,german,King Grisly-Beard
https://fairytalez.com/story-of-the-golden-mountain/,russian,Story of the Golden Mountain
https://fairytalez.com/the-fox-and-the-snake/,greek,The Fox and the Snake
http://www.albanianliterature.net/folktales/tale_15.html,albanian,Half Rooster
https://fairytalez.com/the-jewish-maiden/,nordic,The Jewish Maiden
https://fairytalez.com/saint-nicholas-children/,north_american_native,Saint Nicholas and the Children
https://fairytalez.com/retrospection/,north_american_native,Retrospection
https://fairytalez.com/gayardaree-the-platypus/,australian_ethnic,Gayardaree the Platypus
https://fairytalez.com/the-lute-player/,russian,The Lute Player
https://fairytalez.com/the-potato-supper/,irish,The Potato Supper
https://fairytalez.com/mrs-santa-claus/,north_american_native,Mrs. Santa Claus
https://fairytalez.com/the-talking-turtle/,indian,The Talking Turtle
https://fairytalez.com/howes-masquerade/,north_american_native,Howe's Masquerade
https://fairytalez.com/story-of-the-most-noble-self-playing-harp/,russian,Story of the Most Noble Self-Playing Harp
https://fairytalez.com/kari-woodengown/,norwegian,Kari Woodengown
https://fairytalez.com/daughter-king-vilas/,croatian,The Daughter of the King of the Vilas
https://fairytalez.com/gods-food/,german,God's Food
https://fairytalez.com/yang-oerlang/,chinese,Yang Oerlang
https://fairytalez.com/right-always-remains-right/,slavic,Right Always Remains Right
https://fairytalez.com/the-doomed-prince/,,The Doomed Prince
https://fairytalez.com/little-sister-giants/,brazilian,The Little Sister of the Giants
https://fairytalez.com/catherine-and-her-destiny/,italian,Catherine and Her Destiny
https://fairytalez.com/the-mason-and-his-son/,italian,The Mason and His Son
https://fairytalez.com/gentle-dora-story-devil-married-scold/,czechoslovak,Gentle Dora: The Story of a Devil Who Married a Scold
https://fairytalez.com/the-ungrateful-children-and-the-old-father-who-went-to-school-again/,ukrainian,The Ungrateful Children and the Old Father Who Went to School Again
https://fairytalez.com/the-fox-and-the-cat/,greek,The Fox and the Cat
https://fairytalez.com/a-royal-thief-catcher/,indian,A Royal Thief-Catcher
https://fairytalez.com/the-envy-of-manitou/,north_american_native,The Envy of Manitou
https://fairytalez.com/goonur-woman-doctor/,australian_ethnic,Goonur the Woman-Doctor
https://fairytalez.com/the-death-of-koshchei-the-deathless/,slavic,The Death of Koshchei the Deathless
https://fairytalez.com/the-ungrateful-son/,german,The Ungrateful Son
https://fairytalez.com/the-fox-and-the-bramble/,greek,The Fox and the Bramble
